depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,19.96,11.3,8.66,4.33
5-15cm,20.37,11.86,8.5,8.5
15-30cm,23.75,14.8,8.95,13.43
30-60cm,27.53,17.48,10.06,30.17
60-100cm,27.02,17.21,9.81,39.26
