depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.39,24.88,11.51,5.75
5-15cm,38.09,26.39,11.7,11.7
15-30cm,39.0,27.27,11.73,17.6
30-60cm,38.79,27.03,11.76,35.29
60-100cm,38.05,26.24,11.81,47.24
