depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,31.1,18.23,12.87,6.44
5-15cm,29.4,17.67,11.73,11.73
15-30cm,38.06,25.96,12.1,18.15
30-60cm,40.51,28.28,12.23,36.68
60-100cm,40.25,27.96,12.29,49.15
