depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.08,21.59,11.5,5.75
5-15cm,32.43,21.24,11.19,11.19
15-30cm,38.05,26.42,11.63,17.44
30-60cm,39.72,27.99,11.73,35.2
60-100cm,39.7,27.82,11.88,47.54
