depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,18.52,10.75,7.77,3.88
5-15cm,23.21,14.55,8.67,8.67
15-30cm,27.56,18.12,9.44,14.16
30-60cm,29.3,19.53,9.78,29.33
60-100cm,30.16,20.25,9.91,39.65
