depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,18.15,10.51,7.64,3.82
5-15cm,23.8,14.99,8.82,8.82
15-30cm,28.51,18.84,9.67,14.51
30-60cm,29.92,19.86,10.06,30.17
60-100cm,31.33,20.95,10.38,41.52
