depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,23.78,14.84,8.95,4.47
5-15cm,25.7,16.45,9.26,9.26
15-30cm,28.72,18.89,9.83,14.75
30-60cm,30.38,20.2,10.17,30.52
60-100cm,30.49,20.25,10.24,40.96
