crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,89.74,1.882,0.164,0.376,1.423,14.17,0.0,0.0599,94.01,82.6709,168.59,78.6023,330.72,75.7,447.69,94.88,86.6953,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,89.74,0.902,0.016,0.123,1.344,3.85,0.0,0.0177,98.23,67.0594,101.99,73.9983,256.22,67.208,337.66,96.4196,89.0291,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,89.74,1.126,0.926,0.887,1.372,35.34,0.0,0.1733,82.67,71.6979,81.42,77.8174,225.64,66.6456,289.19,97.0197,91.478,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,89.74,1.545,1.363,0.87,1.64,50.1,0.0,0.3294,67.06,62.6221,66.9,77.5136,197.35,68.7582,286.04,92.8545,90.62,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,89.74,1.369,1.679,1.613,1.657,32.14,0.0,0.283,71.7,78.16,80.7,76.0777,171.57,60.9148,248.05,89.5643,92.2423,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,89.74,1.283,1.572,1.559,1.698,39.93,0.0,0.3738,62.62,100.0,87.33,72.7106,143.03,62.9424,274.92,85.2654,90.9542,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,89.74,0.058,1.248,1.36,1.545,22.55,0.0,0.2184,78.16,86.8345,63.52,68.5444,116.97,63.5739,296.37,80.2967,89.4348,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,89.74,-0.785,1.126,1.13,1.302,0.0,0.0,0.0,100.0,71.3452,43.12,52.1519,81.44,67.2069,373.67,78.6023,90.4623,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,89.74,-1.089,0.626,1.063,1.242,9.63,0.0,0.1317,86.83,55.6852,27.36,44.1436,63.55,72.247,454.65,73.9983,90.053,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,89.74,-0.521,0.323,1.164,1.085,17.32,0.0,0.2865,71.35,25.6981,12.58,54.9485,88.7,76.4407,583.58,77.8174,88.7231,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,89.74,0.036,-0.335,1.247,1.057,21.77,0.0,0.4431,55.69,53.9498,26.1,42.0939,76.48,79.3213,685.24,77.5136,86.1381,NOT_SUITABLE
wheat,2017-06-01,2017-06-15,2017-06_Q1,89.74,-1.074,-1.021,0.949,0.621,36.36,0.0,0.743,25.7,55.0253,25.74,54.9388,131.89,82.9029,800.17,76.0777,82.6078,NOT_SUITABLE
wheat,2017-06-16,2017-06-30,2017-06_Q2,89.74,-1.594,-1.41,0.295,0.571,22.28,0.0,0.4605,53.95,21.7235,10.09,60.7036,179.39,84.1923,878.9,72.7106,78.08,NOT_SUITABLE
wheat,2017-07-01,2017-07-15,2017-07_Q1,89.74,-0.648,-1.292,0.457,0.457,22.96,1.92,0.4497,55.03,76.6805,50.38,73.0866,292.23,86.0011,961.94,68.5444,75.7,NOT_SUITABLE
wheat,2017-07-16,2017-07-31,2017-07_Q2,89.74,0.27,-1.396,0.059,0.632,36.36,0.0,0.7828,21.72,46.3838,40.29,80.5828,391.1,87.0359,1025.04,52.1519,67.208,NOT_SUITABLE
wheat,2017-08-01,2017-08-15,2017-08_Q1,89.74,-1.213,-1.84,-0.907,0.198,13.4,0.0,0.2332,76.68,43.7119,55.77,82.2033,494.88,87.2891,1048.5,44.1436,66.6456,NOT_SUITABLE
wheat,2017-08-16,2017-08-31,2017-08_Q2,89.74,0.672,-0.92,-0.809,0.871,48.37,1.8,0.5362,46.38,79.5334,129.01,89.2362,608.76,90.2624,1096.67,54.9485,68.7582,NOT_SUITABLE
wheat,2017-09-01,2017-09-15,2017-09_Q1,89.74,1.621,0.288,-0.543,1.032,71.82,0.0,0.5629,43.71,90.0895,186.08,92.1613,668.28,91.9156,1093.64,42.0939,60.9148,NOT_SUITABLE
