depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.75,7.97,5.78,2.89
5-15cm,14.57,8.68,5.89,5.89
15-30cm,15.4,9.42,5.98,8.97
30-60cm,19.86,12.78,7.09,21.26
60-100cm,20.54,13.31,7.23,28.92
