depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.94,16.21,8.74,4.37
5-15cm,27.44,18.19,9.24,9.24
15-30cm,28.95,19.43,9.52,14.28
30-60cm,31.82,21.65,10.17,30.51
60-100cm,33.23,22.79,10.44,41.77
