crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,96.0,-0.046,0.632,1.341,0.906,19.92,0.0,0.0769,92.31,89.6897,190.86,91.1385,418.79,81.7698,474.83,83.6583,74.6414,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,96.0,0.447,0.775,1.273,0.856,24.02,0.0,0.1037,89.63,90.1215,147.88,93.0135,346.81,80.6222,394.34,89.4133,77.8033,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,96.0,-0.118,0.48,1.222,0.743,21.94,0.0,0.1031,89.69,92.994,118.66,83.9899,255.88,76.195,320.4,87.3658,80.2716,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,96.0,0.049,0.558,1.303,0.852,16.21,0.0,0.0988,90.12,100.0,122.24,82.787,210.95,74.0022,295.72,90.0892,81.4979,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,96.0,0.861,0.515,1.285,0.913,8.94,0.0,0.0701,92.99,91.7388,109.27,70.4742,149.23,69.7052,271.87,89.0262,82.5985,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,96.0,-0.995,-0.181,0.872,0.888,0.0,0.0,0.0,100.0,88.6285,76.69,58.1367,95.53,73.2217,323.09,91.5274,83.9485,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,96.0,-1.303,-0.521,0.358,0.917,9.84,0.0,0.0826,91.74,48.2279,27.94,46.2418,56.03,75.9377,369.65,92.2346,87.3111,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,96.0,-0.747,-0.641,0.182,0.933,9.84,0.0,0.1137,88.63,26.1055,12.02,40.88,47.53,78.646,480.11,91.1385,90.0756,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,96.0,0.861,0.123,0.13,1.098,34.02,4.02,0.5177,48.23,34.6305,12.02,55.6959,64.52,84.5302,595.9,93.0135,89.2682,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,96.0,1.127,-0.202,-0.074,1.057,34.02,0.0,0.7389,26.11,21.4797,6.82,58.5439,84.77,85.7906,717.27,83.9899,88.2908,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,96.0,0.726,-0.011,-0.125,1.066,22.08,3.42,0.6537,34.63,56.3331,16.07,68.7918,122.64,88.1612,826.73,82.787,87.2783,NOT_SUITABLE
wheat,2017-06-01,2017-06-15,2017-06_Q1,96.0,0.431,0.32,-0.164,1.085,24.93,0.0,0.7852,21.48,74.5755,28.69,82.1725,227.56,87.7529,905.33,70.4742,86.0326,NOT_SUITABLE
wheat,2017-06-16,2017-06-30,2017-06_Q2,96.0,-1.487,0.423,-0.23,0.996,9.04,0.0,0.4367,56.33,69.2463,36.43,85.7797,313.62,87.9475,974.81,58.1367,84.0237,NOT_SUITABLE
wheat,2017-07-01,2017-07-15,2017-07_Q1,96.0,-1.117,0.193,-0.456,0.846,9.78,0.0,0.2542,74.58,66.0532,49.27,87.5297,432.59,88.2216,1051.84,46.2418,81.7698,NOT_SUITABLE
wheat,2017-07-16,2017-07-31,2017-07_Q2,96.0,-0.813,-0.878,-0.317,0.928,16.18,0.0,0.3075,69.25,72.2048,70.14,90.2004,531.38,89.1253,1119.36,40.88,80.6222,NOT_SUITABLE
wheat,2017-08-01,2017-08-15,2017-08_Q1,96.0,0.508,-0.456,-0.379,0.871,25.32,0.0,0.3395,66.05,91.2923,149.61,91.4982,632.49,90.2943,1152.2,55.6959,76.195,NOT_SUITABLE
wheat,2017-08-16,2017-08-31,2017-08_Q2,96.0,0.483,-0.764,-0.317,0.847,27.0,0.0,0.278,72.2,95.9185,207.04,92.7081,704.09,91.2817,1173.81,58.5439,74.0022,NOT_SUITABLE
wheat,2017-09-01,2017-09-15,2017-09_Q1,96.0,-0.043,-0.455,-0.171,0.448,14.27,0.0,0.0871,91.29,91.3822,233.71,89.8005,677.76,90.5868,1106.3,68.7918,69.7052,NOT_SUITABLE
wheat,2017-09-16,2017-09-30,2017-09_Q2,96.0,-0.572,-0.287,-0.033,0.106,8.81,0.0,0.0408,95.92,92.0613,254.19,89.0145,661.2,90.3675,1052.6,82.1725,73.2217,NOT_SUITABLE
wheat,2017-10-01,2017-10-15,2017-10_Q1,96.0,-0.293,-0.046,0.15,0.117,22.04,0.0,0.0862,91.38,91.7316,249.18,88.7115,619.26,90.3126,947.0,85.7797,75.9377,NOT_SUITABLE
wheat,2017-10-16,2017-10-31,2017-10_Q2,96.0,-0.548,-0.313,-0.644,-0.149,21.92,0.0,0.0794,92.06,90.7851,242.85,88.1754,587.98,90.3358,868.28,87.5297,78.646,NOT_SUITABLE
wheat,2017-11-01,2017-11-15,2017-11_Q1,96.0,-1.112,-0.825,-0.839,-0.271,22.46,0.0,0.0827,91.73,85.7142,194.88,88.8712,519.71,89.2764,742.11,90.2004,84.5302,NOT_SUITABLE
wheat,2017-11-16,2017-11-30,2017-11_Q2,96.0,-1.137,-1.556,-1.314,-0.542,24.65,0.0,0.0921,90.79,82.4132,164.15,89.224,469.72,87.8226,642.0,91.4982,85.7906,NOT_SUITABLE
wheat,2017-12-01,2017-12-15,2017-12_Q1,96.0,-0.32,-0.753,-0.716,-0.393,32.48,0.0,0.1429,85.71,88.0138,175.2,91.8588,428.54,87.4565,556.59,92.7081,88.1612,NOT_SUITABLE
wheat,2017-12-16,2017-12-31,2017-12_Q2,96.0,1.913,-0.349,-0.426,-0.435,35.03,0.0,0.1759,82.41,90.422,180.98,92.7489,391.4,85.7823,479.66,89.8005,87.7529,NOT_SUITABLE
wheat,2018-01-01,2018-01-15,2018-01_Q1,96.0,0.345,-0.631,-0.331,-0.438,23.86,0.0,0.1199,88.01,94.4812,149.63,93.5011,327.74,84.1372,400.25,89.0145,87.9475,NOT_SUITABLE
wheat,2018-01-16,2018-01-31,2018-01_Q2,96.0,-0.72,-0.297,-0.398,-0.411,19.17,0.0,0.0958,90.42,98.0097,124.59,95.23,280.3,82.4117,338.67,88.7115,88.2216,NOT_SUITABLE
wheat,2018-02-01,2018-02-15,2018-02_Q1,96.0,-1.067,-0.434,-0.619,-0.571,8.74,0.0,0.0552,94.48,95.0681,103.7,90.2377,222.4,81.5552,319.59,88.1754,89.1253,NOT_SUITABLE
wheat,2018-02-16,2018-02-28,2018-02_Q2,96.0,-1.144,0.095,-0.823,-0.657,2.53,0.0,0.0199,98.01,90.6057,85.84,84.2161,172.29,76.664,294.72,88.8712,90.2943,NOT_SUITABLE
wheat,2018-03-01,2018-03-15,2018-03_Q1,96.0,-0.43,-0.612,-0.847,-0.614,5.38,0.0,0.0493,95.07,89.5748,74.41,75.3689,128.06,77.9691,336.6,89.224,91.2817,NOT_SUITABLE
wheat,2018-03-16,2018-03-31,2018-03_Q2,96.0,-0.192,-1.002,-0.928,-0.581,8.9,0.0,0.0939,90.61,96.3992,69.87,64.3475,88.26,81.2714,386.47,91.8588,90.5868,NOT_SUITABLE
wheat,2018-04-01,2018-04-15,2018-04_Q1,96.0,-0.634,-0.985,-1.103,-0.651,8.66,0.0,0.1043,89.57,81.549,44.29,57.918,72.5,81.4385,488.33,92.7489,90.3675,NOT_SUITABLE
wheat,2018-04-16,2018-04-30,2018-04_Q2,96.0,-1.89,-1.292,-1.285,-1.22,2.61,0.0,0.036,96.4,44.3693,16.57,50.0575,58.37,83.2556,575.97,93.5011,90.3126,NOT_SUITABLE
wheat,2018-05-01,2018-05-15,2018-05_Q1,96.0,-1.587,-1.062,-1.153,-1.162,10.02,0.0,0.1845,81.55,28.7759,9.36,66.8391,97.19,84.4196,670.95,95.23,90.3358,NOT_SUITABLE
wheat,2018-05-16,2018-05-31,2018-05_Q2,96.0,-0.14,-1.094,-0.98,-1.238,20.78,0.0,0.5563,44.37,6.6248,1.81,68.0738,122.43,86.4305,758.22,90.2377,89.2764,NOT_SUITABLE
