crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,102.37,1.847,0.022,0.537,1.616,14.1,0.0,0.0634,93.66,72.7664,145.7,71.1414,293.75,70.0663,410.23,96.3201,85.3306,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,102.37,1.384,-0.024,0.058,1.459,8.12,0.0,0.0388,96.12,43.4057,63.8,63.6257,216.86,60.7998,303.49,96.5015,87.2617,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,102.37,1.378,1.503,1.038,1.567,54.53,0.0,0.2723,72.77,53.1838,56.81,72.6311,207.71,63.118,272.98,96.8942,89.8116,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,102.37,1.807,1.778,1.378,1.83,83.18,0.0,0.5659,43.41,68.7057,72.19,71.4832,181.91,65.6386,275.3,89.9537,87.954,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,102.37,1.503,1.829,1.661,1.742,50.01,0.0,0.4682,53.18,86.1889,91.24,77.3847,176.91,66.9076,277.42,83.7479,88.9354,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,102.37,0.854,1.66,1.622,1.762,32.88,0.0,0.3129,68.71,91.0813,80.88,73.9004,147.32,62.2866,276.67,77.5945,88.2683,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,102.37,-0.447,1.637,1.621,1.696,14.62,0.0,0.1381,86.19,81.3922,59.66,67.4939,116.48,65.24,308.59,73.0928,87.8081,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,102.37,-1.179,1.629,1.444,1.606,7.92,0.0,0.0892,91.08,47.5858,28.84,54.7156,86.62,69.904,395.21,71.1414,88.0263,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,102.37,-1.029,1.233,1.469,1.628,13.64,0.0,0.1861,81.39,52.5959,26.01,44.5485,65.27,74.8051,479.0,63.6257,86.7408,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,102.37,0.679,0.449,1.663,1.653,32.26,0.49,0.5241,47.59,75.289,37.6,56.6209,93.39,80.9148,621.66,72.6311,85.1246,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,102.37,0.261,-0.763,1.636,1.535,23.44,0.0,0.474,52.6,61.8328,30.81,54.0321,100.51,81.3086,703.1,71.4832,80.1633,NOT_SUITABLE
