depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,22.58,13.79,8.8,4.4
5-15cm,25.7,16.35,9.35,9.35
15-30cm,30.35,20.19,10.16,15.24
30-60cm,33.94,23.15,10.79,32.36
60-100cm,35.22,24.2,11.02,44.07
3
