depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.64,25.87,11.77,5.89
5-15cm,41.17,29.24,11.93,11.93
15-30cm,37.83,26.0,11.83,17.75
30-60cm,36.79,24.93,11.85,35.56
60-100cm,37.64,25.74,11.9,47.62
