depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.71,9.63,7.08,3.54
5-15cm,15.49,8.94,6.55,6.55
15-30cm,16.39,9.82,6.57,9.86
30-60cm,22.41,14.5,7.92,23.75
60-100cm,25.73,17.06,8.67,34.67
