depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,31.34,18.01,13.33,6.66
5-15cm,25.99,15.5,10.5,10.5
15-30cm,29.75,18.92,10.83,16.24
30-60cm,36.16,24.41,11.74,35.23
60-100cm,35.81,24.06,11.74,46.97
