depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,28.5,17.67,10.82,5.41
5-15cm,29.93,19.15,10.79,10.79
15-30cm,33.2,22.05,11.15,16.72
30-60cm,33.14,22.21,10.92,32.77
60-100cm,34.42,23.36,11.06,44.23
