depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,18.06,10.96,7.1,3.55
5-15cm,21.58,13.75,7.83,7.83
15-30cm,26.68,17.61,9.07,13.6
30-60cm,26.93,17.82,9.11,27.33
60-100cm,27.55,18.13,9.42,37.67
