property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,62.0,64.0,66.0,71.0,75.0
soc,223.7674418604651,126.0,60.02325581395348,42.534883720930225,20.767441860465116
clay,286.2068965517241,310.1494252873563,348.94252873563215,425.4137931034482,414.14942528735634
sand,555.264367816092,533.7931034482758,503.2643678160919,431.67816091954023,425.94252873563215
silt,158.5287356321839,156.05747126436782,148.79310344827584,143.64367816091954,160.17241379310346
bdod,107.0,119.0,134.0,141.0,142.0
cec,188.52873563218392,191.0,185.0,175.26436781609195,180.4712643678161
