depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,15.72,9.31,6.41,3.2
5-15cm,16.84,10.15,6.69,6.69
15-30cm,24.0,15.74,8.26,12.39
30-60cm,27.79,18.56,9.23,27.7
60-100cm,28.56,18.96,9.6,38.39
