depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,24.06,14.79,9.27,4.64
5-15cm,23.52,14.57,8.96,8.96
15-30cm,23.95,15.03,8.92,13.38
30-60cm,26.75,17.34,9.41,28.22
60-100cm,26.97,17.65,9.32,37.29
