depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.67,9.62,7.06,3.53
5-15cm,15.68,9.12,6.56,6.56
15-30cm,15.02,8.98,6.04,9.06
30-60cm,25.44,16.89,8.55,25.65
60-100cm,26.6,17.64,8.95,35.81
