depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.11,26.39,11.72,5.86
5-15cm,40.73,28.85,11.89,11.89
15-30cm,38.23,26.47,11.76,17.63
30-60cm,37.96,26.14,11.82,35.46
60-100cm,38.65,26.75,11.91,47.62
