depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,30.97,17.49,13.48,6.74
5-15cm,27.89,16.72,11.16,11.16
15-30cm,33.53,21.96,11.57,17.35
30-60cm,35.8,24.01,11.79,35.38
60-100cm,34.36,22.67,11.68,46.73
