depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.27,9.62,6.65,3.32
5-15cm,19.68,12.06,7.62,7.62
15-30cm,21.49,13.66,7.83,11.74
30-60cm,24.92,16.28,8.64,25.91
60-100cm,26.43,17.43,9.0,36.01
