depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,14.65,8.49,6.15,3.08
5-15cm,16.02,9.59,6.43,6.43
15-30cm,23.38,15.43,7.95,11.93
30-60cm,28.01,18.74,9.27,27.8
60-100cm,28.75,19.15,9.6,38.4
