depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,13.73,7.78,5.95,2.98
5-15cm,17.27,10.51,6.76,6.76
15-30cm,21.89,14.26,7.63,11.44
30-60cm,25.62,16.97,8.66,25.98
60-100cm,26.99,17.94,9.05,36.18
