depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.21,9.41,6.8,3.4
5-15cm,14.33,8.16,6.17,6.17
15-30cm,17.68,11.02,6.66,9.99
30-60cm,31.13,21.23,9.9,29.69
60-100cm,30.58,20.69,9.89,39.57
