depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,22.73,14.43,8.3,4.15
5-15cm,23.46,15.05,8.41,8.41
15-30cm,24.3,15.73,8.57,12.85
30-60cm,21.13,13.67,7.46,22.39
60-100cm,22.29,14.55,7.73,30.94
