depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.61,9.2,7.41,3.71
5-15cm,22.38,13.83,8.55,8.55
15-30cm,25.14,16.1,9.04,13.56
30-60cm,28.29,18.4,9.89,29.67
60-100cm,28.93,19.07,9.86,39.46
