depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.83,18.6,11.24,5.62
5-15cm,28.75,18.22,10.53,10.53
15-30cm,31.14,20.42,10.73,16.09
30-60cm,33.05,21.99,11.06,33.19
60-100cm,31.41,20.75,10.67,42.67
