depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,21.47,12.52,8.95,4.47
5-15cm,19.82,11.86,7.96,7.96
15-30cm,26.53,16.83,9.7,14.55
30-60cm,30.82,19.53,11.29,33.88
60-100cm,31.0,19.32,11.69,46.74
