depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.66,9.84,6.82,3.41
5-15cm,18.74,11.56,7.18,7.18
15-30cm,26.54,17.65,8.89,13.33
30-60cm,30.38,20.61,9.77,29.32
60-100cm,31.82,21.61,10.21,40.85
