depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.6,12.82,7.78,3.89
5-15cm,22.67,14.49,8.18,8.18
15-30cm,23.27,15.0,8.28,12.42
30-60cm,22.85,14.83,8.02,24.05
60-100cm,23.56,15.42,8.15,32.6
