depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.75,10.86,6.89,3.45
5-15cm,21.6,13.91,7.69,7.69
15-30cm,24.63,16.22,8.41,12.61
30-60cm,26.85,17.87,8.98,26.94
60-100cm,26.56,17.45,9.11,36.46
