depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,31.44,20.23,11.21,5.6
5-15cm,33.26,21.91,11.35,11.35
15-30cm,36.69,24.9,11.79,17.68
30-60cm,38.09,26.22,11.87,35.6
60-100cm,37.93,25.99,11.94,47.75
