depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,25.32,15.54,9.78,4.89
5-15cm,26.42,16.68,9.74,9.74
15-30cm,29.23,18.97,10.26,15.38
30-60cm,33.81,22.84,10.97,32.92
60-100cm,34.57,23.39,11.19,44.75
