depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.54,10.52,7.02,3.51
5-15cm,20.15,12.61,7.54,7.54
15-30cm,26.27,17.38,8.89,13.34
30-60cm,30.16,20.36,9.8,29.4
60-100cm,30.17,20.19,9.99,39.94
