depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.06,10.32,6.74,3.37
5-15cm,19.98,12.62,7.37,7.37
15-30cm,22.91,14.86,8.05,12.08
30-60cm,25.18,16.65,8.52,25.57
60-100cm,25.36,16.69,8.66,34.66
