depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.81,9.89,7.92,3.96
5-15cm,22.92,14.09,8.84,8.84
15-30cm,25.38,16.14,9.24,13.87
30-60cm,28.51,18.42,10.09,30.28
60-100cm,29.14,19.07,10.07,40.28
