depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,17.16,9.86,7.3,3.65
5-15cm,21.58,13.35,8.23,8.23
15-30cm,23.82,15.2,8.62,12.93
30-60cm,25.88,16.77,9.1,27.31
60-100cm,26.72,17.52,9.2,36.81
