depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,18.8,11.34,7.46,3.73
5-15cm,16.34,9.83,6.51,6.51
15-30cm,16.69,10.2,6.48,9.73
30-60cm,21.04,13.56,7.49,22.46
60-100cm,23.31,15.34,7.96,31.85
