depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.38,22.55,11.84,5.92
5-15cm,33.89,22.58,11.31,11.31
15-30cm,40.57,29.1,11.47,17.2
30-60cm,43.32,32.11,11.21,33.63
60-100cm,42.73,31.13,11.6,46.41
