depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,16.53,9.91,6.62,3.31
5-15cm,20.49,13.09,7.39,7.39
15-30cm,24.72,16.48,8.24,12.37
30-60cm,29.08,19.74,9.34,28.03
60-100cm,29.95,20.08,9.86,39.45
