depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,22.88,13.97,8.91,4.46
5-15cm,24.83,15.74,9.09,9.09
15-30cm,26.76,17.47,9.29,13.94
30-60cm,27.79,18.33,9.46,28.38
60-100cm,28.66,19.02,9.64,38.55
