depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,12.86,7.1,5.77,2.88
5-15cm,15.11,8.83,6.29,6.29
15-30cm,18.33,11.41,6.92,10.38
30-60cm,23.77,15.48,8.29,24.87
60-100cm,26.33,17.46,8.87,35.48
