crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
wheat,2016-12-16,2016-12-31,2016-12_Q2,91.2,0.831,0.179,0.526,1.118,42.36,0.0,0.201,79.9,81.848,141.99,86.8349,356.11,80.6481,496.97,84.147,79.2923,NOT_SUITABLE
wheat,2017-01-01,2017-01-15,2017-01_Q1,91.2,0.631,0.747,0.382,1.269,22.49,0.0,0.1185,88.15,82.5017,117.92,91.2139,327.02,81.9677,460.47,87.9752,82.9534,NOT_SUITABLE
wheat,2017-01-16,2017-01-31,2017-01_Q2,91.2,0.882,0.775,0.64,1.308,31.49,0.0,0.1815,81.85,86.6161,103.61,84.0286,267.37,78.8167,410.99,86.3683,84.8968,NOT_SUITABLE
wheat,2017-02-01,2017-02-15,2017-02_Q1,91.2,0.844,1.034,1.033,1.344,25.01,0.0,0.175,82.5,100.0,118.02,83.5458,242.75,77.8374,400.42,85.6724,85.2266,NOT_SUITABLE
wheat,2017-02-16,2017-02-28,2017-02_Q2,91.2,0.771,0.987,1.007,1.281,16.01,0.0,0.1338,86.62,94.453,110.51,80.494,215.7,74.8967,384.34,82.3171,85.2089,NOT_SUITABLE
wheat,2017-03-01,2017-03-15,2017-03_Q1,91.2,-0.825,0.154,0.705,0.814,0.0,0.0,0.0,100.0,93.3486,91.08,71.7816,168.68,75.1686,402.76,82.1645,86.247,NOT_SUITABLE
wheat,2017-03-16,2017-03-31,2017-03_Q2,91.2,-1.101,0.075,0.353,0.832,6.49,0.0,0.0555,94.45,65.2829,53.25,68.3384,140.86,75.9213,424.09,89.4617,86.4752,NOT_SUITABLE
wheat,2017-04-01,2017-04-15,2017-04_Q1,91.2,-0.062,-0.47,0.268,0.764,6.49,0.0,0.0665,93.35,44.8852,33.65,65.6576,133.45,75.3052,472.17,86.8349,87.5167,NOT_SUITABLE
wheat,2017-04-16,2017-04-30,2017-04_Q2,91.2,0.796,0.096,0.616,0.863,28.32,0.0,0.3472,65.28,74.8398,51.94,70.6575,143.61,81.4428,555.27,91.2139,88.1949,NOT_SUITABLE
wheat,2017-05-01,2017-05-15,2017-05_Q1,91.2,1.343,-0.033,0.788,0.743,41.32,0.0,0.5511,44.89,70.3735,43.94,70.4281,157.66,83.5944,630.92,84.0286,85.0878,NOT_SUITABLE
wheat,2017-05-16,2017-05-31,2017-05_Q2,91.2,-0.881,-0.536,0.525,0.671,17.46,0.0,0.2516,74.84,64.6769,35.67,68.7795,168.64,83.7695,680.87,83.5458,82.7491,NOT_SUITABLE
wheat,2017-06-01,2017-06-15,2017-06_Q1,91.2,-1.08,-0.325,-0.022,0.315,18.5,0.0,0.2963,70.37,84.8403,55.85,77.8144,234.09,86.3269,761.36,80.494,81.5845,NOT_SUITABLE
wheat,2017-06-16,2017-06-30,2017-06_Q2,91.2,-1.229,-0.534,-0.212,0.258,19.48,0.0,0.3532,64.68,71.1605,56.01,80.3557,283.23,85.9147,806.37,71.7816,83.4029,NOT_SUITABLE
wheat,2017-07-01,2017-07-15,2017-07_Q1,91.2,-0.963,-0.658,-0.573,-0.165,9.98,0.0,0.1516,84.84,60.5377,57.86,79.9323,338.73,86.1908,855.09,68.3384,80.6481,NOT_SUITABLE
wheat,2017-07-16,2017-07-31,2017-07_Q2,91.2,-0.941,-1.39,-0.682,0.083,22.7,0.0,0.2884,71.16,69.1284,76.96,86.0239,411.65,86.9909,898.12,65.6576,81.9677,NOT_SUITABLE
wheat,2017-08-01,2017-08-15,2017-08_Q1,91.2,-0.384,-2.078,-1.238,0.247,37.72,0.0,0.3946,60.54,86.3423,120.37,89.1463,473.26,88.6688,923.76,70.6575,78.8167,NOT_SUITABLE
wheat,2017-08-16,2017-08-31,2017-08_Q2,91.2,0.074,-1.137,-1.474,0.231,34.37,0.0,0.3087,69.13,92.5073,150.25,90.2449,512.23,89.5084,935.55,70.4281,77.8374,NOT_SUITABLE
wheat,2017-09-01,2017-09-15,2017-09_Q1,91.2,0.299,-0.607,-0.971,0.423,19.04,0.0,0.1366,86.34,85.019,160.49,90.7335,527.28,89.2755,905.78,68.7795,74.8967,NOT_SUITABLE
wheat,2017-09-16,2017-09-30,2017-09_Q2,91.2,-0.253,-0.804,-1.064,0.263,12.17,0.0,0.0749,92.51,90.0671,184.43,89.2578,523.14,89.4828,881.71,77.8144,75.1686,NOT_SUITABLE
wheat,2017-10-01,2017-10-15,2017-10_Q1,91.2,0.183,0.006,-0.301,0.342,28.28,0.0,0.1498,85.02,94.9186,192.4,90.8573,516.36,90.6421,837.28,80.3557,75.9213,NOT_SUITABLE
wheat,2017-10-16,2017-10-31,2017-10_Q2,91.2,-0.72,-0.251,-1.134,0.207,20.34,0.0,0.0993,90.07,88.5929,177.54,87.8264,486.47,89.4492,782.68,79.9323,75.3052,NOT_SUITABLE
wheat,2017-11-01,2017-11-15,2017-11_Q1,91.2,-1.321,-0.498,-1.339,0.157,10.3,0.0,0.0508,94.92,91.9485,174.38,88.1725,450.5,88.4303,705.63,86.0239,81.4428,NOT_SUITABLE
wheat,2017-11-16,2017-11-30,2017-11_Q2,91.2,-0.34,-0.795,-1.022,0.049,22.86,0.0,0.1141,88.59,89.0784,161.17,88.6331,423.33,88.3346,649.94,89.1463,83.5944,NOT_SUITABLE
wheat,2017-12-01,2017-12-15,2017-12_Q1,91.2,-0.668,-1.19,-1.073,-0.589,15.27,0.0,0.0805,91.95,85.0032,149.58,87.3207,378.5,84.4744,562.38,90.2449,83.7695,NOT_SUITABLE
wheat,2017-12-16,2017-12-31,2017-12_Q2,91.2,0.071,-0.774,-0.963,-0.46,19.76,0.0,0.1092,89.08,85.6235,147.76,89.8131,358.57,84.2084,512.45,90.7335,86.3269,NOT_SUITABLE
wheat,2018-01-01,2018-01-15,2018-01_Q1,91.2,0.463,-0.9,-0.88,-0.671,26.39,0.0,0.15,85.0,87.0824,126.54,90.298,320.91,84.3399,467.26,89.2578,85.9147,NOT_SUITABLE
wheat,2018-01-16,2018-01-31,2018-01_Q2,91.2,-0.395,-0.341,-0.696,-0.704,24.81,0.0,0.1438,85.62,92.1685,114.39,92.2485,296.21,80.7633,413.37,90.8573,86.1908,NOT_SUITABLE
wheat,2018-02-01,2018-02-15,2018-02_Q1,91.2,-0.5,-0.314,-0.712,-0.955,18.77,0.0,0.1292,87.08,91.2646,102.39,88.8891,255.13,73.3674,365.64,87.8264,86.9909,NOT_SUITABLE
wheat,2018-02-16,2018-02-28,2018-02_Q2,91.2,-0.866,-0.473,-0.894,-1.032,9.72,0.0,0.0783,92.17,94.0127,96.41,87.7823,226.61,68.8106,338.92,88.1725,88.6688,NOT_SUITABLE
wheat,2018-03-01,2018-03-15,2018-03_Q1,91.2,-0.215,-0.48,-1.013,-1.01,9.8,0.0,0.0874,91.26,93.9632,91.99,79.1629,183.88,71.0391,368.53,88.6331,89.5084,NOT_SUITABLE
wheat,2018-03-16,2018-03-31,2018-03_Q2,91.2,-0.662,-1.028,-0.955,-1.03,6.14,0.0,0.0599,94.01,90.4379,85.41,73.5182,153.88,71.3804,388.31,87.3207,89.2755,NOT_SUITABLE
wheat,2018-04-01,2018-04-15,2018-04_Q1,91.2,-1.033,-1.046,-1.081,-0.969,5.91,0.0,0.0604,93.96,78.968,60.75,73.6792,146.35,72.7148,441.62,89.8131,89.4828,NOT_SUITABLE
wheat,2018-04-16,2018-04-30,2018-04_Q2,91.2,-1.474,-1.379,-1.029,-1.248,9.03,0.0,0.0956,90.44,73.2358,44.79,61.4278,117.16,71.6601,471.25,90.298,90.6421,NOT_SUITABLE
wheat,2018-05-01,2018-05-15,2018-05_Q1,91.2,-1.023,-1.162,-0.957,-1.279,16.18,0.0,0.2103,78.97,54.2019,31.14,52.2893,110.52,72.2684,522.94,92.2485,89.4492,NOT_SUITABLE
wheat,2018-05-16,2018-05-31,2018-05_Q2,91.2,-0.765,-1.38,-1.098,-1.226,16.37,0.0,0.2676,73.24,44.0927,23.68,47.9156,112.31,74.1232,576.5,88.8891,88.4303,NOT_SUITABLE
wheat,2018-06-01,2018-06-15,2018-06_Q1,91.2,-0.597,-1.288,-1.032,-1.139,26.31,0.0,0.458,54.2,84.7622,54.46,64.4526,184.65,77.4643,664.25,87.7823,88.3346,NOT_SUITABLE
wheat,2018-06-16,2018-06-30,2018-06_Q2,91.2,-0.329,-1.457,-1.275,-1.161,30.03,0.0,0.5591,44.09,64.182,48.69,70.0434,234.42,79.6273,734.26,79.1629,84.4744,NOT_SUITABLE
wheat,2018-07-01,2018-07-15,2018-07_Q1,91.2,-1.075,-1.515,-1.334,-1.21,9.79,0.0,0.1524,84.76,27.7949,24.92,72.2461,295.27,80.8163,791.41,73.5182,84.2084,NOT_SUITABLE
wheat,2018-07-16,2018-07-31,2018-07_Q2,91.2,-0.448,-0.891,-1.736,-1.272,27.17,0.0,0.3582,64.18,38.103,39.94,75.8401,354.09,83.5202,854.63,73.6792,84.3399,NOT_SUITABLE
wheat,2018-08-01,2018-08-15,2018-08_Q1,91.2,0.855,-0.406,-1.224,-1.154,64.74,0.0,0.7221,27.79,79.4014,105.27,80.5118,412.43,87.3308,903.41,61.4278,80.7633,NOT_SUITABLE
wheat,2018-08-16,2018-08-31,2018-08_Q2,91.2,1.441,0.594,-0.754,-1.019,64.88,0.0,0.619,38.1,94.6691,145.8,85.4281,464.19,90.0096,934.75,52.2893,73.3674,NOT_SUITABLE
wheat,2018-09-01,2018-09-15,2018-09_Q1,91.2,1.248,0.573,-0.696,-0.959,27.31,0.0,0.206,79.4,88.5336,165.08,83.9928,479.59,89.0317,902.31,47.9156,68.8106,NOT_SUITABLE
wheat,2018-09-16,2018-09-30,2018-09_Q2,91.2,-0.305,0.622,-0.411,-0.875,8.21,0.0,0.0533,94.67,80.9143,168.35,85.0876,499.83,89.5878,885.79,64.4526,71.0391,NOT_SUITABLE
wheat,2018-10-01,2018-10-15,2018-10_Q1,91.2,-0.178,0.842,-0.134,-0.96,21.38,0.0,0.1147,88.53,73.5326,142.08,86.9551,496.14,90.0355,829.2,70.0434,71.3804,NOT_SUITABLE
wheat,2018-10-16,2018-10-31,2018-10_Q2,91.2,0.445,0.993,0.369,-0.452,39.71,0.0,0.1909,80.91,82.7582,150.04,89.9652,500.54,89.918,779.4,72.2461,72.7148,NOT_SUITABLE
wheat,2018-11-01,2018-11-15,2018-11_Q1,91.2,1.4,1.058,0.651,-0.025,51.14,0.0,0.2647,73.53,90.1316,172.44,94.0197,490.99,92.1563,737.72,75.8401,71.6601,NOT_SUITABLE
wheat,2018-11-16,2018-11-30,2018-11_Q2,91.2,0.795,0.626,0.688,-0.097,31.26,0.0,0.1724,82.76,91.6038,181.44,95.0376,470.55,88.6169,661.33,80.5118,72.2684,NOT_SUITABLE
wheat,2018-12-01,2018-12-15,2018-12_Q1,91.2,-0.277,0.104,0.38,-0.046,18.88,0.0,0.0987,90.13,97.6294,181.62,95.5342,422.71,85.2866,568.55,85.4281,74.1232,NOT_SUITABLE
wheat,2018-12-16,2018-12-31,2018-12_Q2,91.2,-0.396,-0.0,0.348,-0.434,16.63,0.0,0.084,91.6,95.514,169.06,96.175,385.96,82.668,497.72,83.9928,77.4643,NOT_SUITABLE
wheat,2019-01-01,2019-01-15,2019-01_Q1,91.2,-1.537,-0.062,0.458,-0.498,4.41,0.0,0.0237,97.63,94.5192,136.93,95.0514,333.06,79.5925,433.42,85.0876,79.6273,NOT_SUITABLE
wheat,2019-01-16,2019-01-31,2019-01_Q2,91.2,-1.497,-0.527,0.07,-0.636,7.94,0.0,0.0449,95.51,100.0,120.06,89.8334,278.87,76.8661,384.76,86.9551,80.8163,NOT_SUITABLE
wheat,2019-02-01,2019-02-15,2019-02_Q1,91.2,-1.203,-1.126,-0.269,-0.621,7.94,0.0,0.0548,94.52,93.3586,104.16,88.6596,246.74,73.6154,359.78,89.9652,83.5202,NOT_SUITABLE
wheat,2019-02-16,2019-02-28,2019-02_Q2,91.2,-1.196,-1.266,-0.767,-0.759,0.0,0.0,0.0,100.0,92.8924,96.84,75.9592,190.78,71.5046,345.89,94.0197,87.3308,NOT_SUITABLE
wheat,2019-03-01,2019-03-15,2019-03_Q1,91.2,-0.184,-1.396,-0.798,-0.797,7.41,0.0,0.0664,93.36,97.8821,91.97,65.0588,145.84,74.9684,390.63,95.0376,90.0096,NOT_SUITABLE
wheat,2019-03-16,2019-03-31,2019-03_Q2,91.2,-0.55,-1.447,-0.81,-0.805,7.41,0.0,0.0711,92.89,71.9559,61.96,55.6675,111.76,71.9692,400.09,95.5342,89.0317,NOT_SUITABLE
wheat,2019-04-01,2019-04-15,2019-04_Q1,91.2,-1.015,-1.231,-0.781,-0.65,1.99,0.0,0.0212,97.88,69.5447,50.6,51.692,100.36,75.2276,479.02,96.175,89.5878,NOT_SUITABLE
wheat,2019-04-16,2019-04-30,2019-04_Q2,91.2,-0.034,-0.89,-0.806,-0.437,24.15,0.0,0.2804,71.96,52.5891,31.97,55.695,105.9,79.4225,555.79,95.0514,90.0355,NOT_SUITABLE
wheat,2019-05-01,2019-05-15,2019-05_Q1,91.2,-0.054,-0.785,-1.189,-0.558,22.16,0.0,0.3046,69.54,5.6801,3.26,53.7195,113.04,80.079,608.04,89.8334,89.918,NOT_SUITABLE
wheat,2019-05-16,2019-05-31,2019-05_Q2,91.2,0.891,-0.24,-0.999,-0.272,28.82,0.0,0.4741,52.59,33.0963,17.82,66.6941,155.11,84.5944,683.32,88.6596,92.1563,NOT_SUITABLE
wheat,2019-06-01,2019-06-15,2019-06_Q1,91.2,1.491,0.469,-0.707,-0.021,64.85,10.68,0.9432,5.68,72.7051,46.5,82.4502,244.79,88.4239,790.62,75.9592,88.6169,NOT_SUITABLE
wheat,2019-06-16,2019-06-30,2019-06_Q2,91.2,0.244,0.253,-0.91,-0.284,36.03,0.0,0.669,33.1,74.3163,56.11,81.1836,288.34,89.5893,862.62,65.0588,85.2866,NOT_SUITABLE
