depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.4,12.0,8.4,4.2
5-15cm,23.88,14.93,8.95,8.95
15-30cm,25.73,16.49,9.24,13.85
30-60cm,30.53,20.02,10.51,31.52
60-100cm,32.42,21.46,10.96,43.85
