depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,30.9,17.19,13.71,6.86
5-15cm,28.1,16.61,11.49,11.49
15-30cm,34.32,22.43,11.89,17.84
30-60cm,38.89,26.73,12.16,36.49
60-100cm,37.76,25.64,12.12,48.49
