property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,73.0,74.19767441860463,75.24418604651162,79.0,80.953488372093
soc,203.91860465116284,138.58139534883722,118.25581395348838,50.616279069767444,44.0
clay,217.86046511627904,262.70930232558135,314.1279069767441,363.22093023255803,359.91860465116275
sand,649.1395348837208,602.4883720930233,559.9651162790697,510.54651162790697,507.32558139534876
silt,132.91860465116278,134.80232558139534,125.87209302325579,126.18604651162791,132.75581395348834
bdod,106.96511627906976,119.98837209302327,134.80232558139537,145.77906976744185,146.79069767441862
cec,180.906976744186,167.16279069767438,163.09302325581393,165.98837209302323,178.10465116279067
