depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,33.16,22.0,11.16,5.58
5-15cm,33.45,22.33,11.12,11.12
15-30cm,33.83,22.67,11.15,16.73
30-60cm,35.03,23.67,11.37,34.1
60-100cm,35.54,24.11,11.43,45.71
