depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,15.82,8.98,6.85,3.42
5-15cm,20.29,12.54,7.75,7.75
15-30cm,25.99,17.0,8.99,13.48
30-60cm,31.11,20.91,10.2,30.6
60-100cm,31.9,21.59,10.31,41.26
