depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,18.29,10.85,7.44,3.72
5-15cm,22.94,14.52,8.42,8.42
15-30cm,23.91,15.37,8.54,12.81
30-60cm,26.09,16.96,9.13,27.39
60-100cm,26.58,17.23,9.35,37.4
