depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,20.51,12.37,8.14,4.07
5-15cm,24.08,15.27,8.81,8.81
15-30cm,25.75,16.75,9.0,13.51
30-60cm,30.76,20.46,10.3,30.9
60-100cm,31.33,20.77,10.56,42.24
