depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,28.56,18.33,10.24,5.12
5-15cm,29.6,19.44,10.16,10.16
15-30cm,31.47,21.05,10.42,15.62
30-60cm,31.54,21.22,10.33,30.98
60-100cm,32.26,21.86,10.39,41.57
