depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.58,25.3,14.29,7.14
5-15cm,39.45,25.01,14.44,14.44
15-30cm,40.24,26.87,13.37,20.06
30-60cm,39.18,25.21,13.97,41.91
60-100cm,39.21,25.29,13.92,55.69
