property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,57.0,57.0,57.0,58.0,58.777777777777786
soc,502.9375,350.18749999999994,274.25,172.25,115.125
clay,421.77777777777777,410.00000000000006,415.44444444444446,400.8888888888889,400.5555555555556
sand,276.22222222222223,278.22222222222223,272.3333333333333,289.44444444444446,287.3333333333333
silt,302.00000000000006,311.77777777777777,312.2222222222223,309.44444444444446,311.88888888888886
bdod,121.81249999999999,124.8125,127.81249999999999,127.18749999999999,128.0
cec,242.44444444444446,219.7777777777778,201.88888888888889,197.11111111111111,198.33333333333334
