depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.03,24.22,14.81,7.4
5-15cm,38.03,23.63,14.4,14.4
15-30cm,36.87,22.44,14.43,21.64
30-60cm,35.31,21.19,14.12,42.36
60-100cm,35.15,21.24,13.91,55.65
