depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.73,23.6,15.13,7.56
5-15cm,38.35,23.17,15.18,15.18
15-30cm,38.95,24.92,14.03,21.05
30-60cm,39.83,26.21,13.62,40.86
60-100cm,39.94,26.35,13.59,54.36
