depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.42,20.43,13.99,6.99
5-15cm,32.88,19.65,13.24,13.24
15-30cm,31.63,19.31,12.32,18.48
30-60cm,36.62,24.36,12.26,36.78
60-100cm,36.06,23.8,12.25,49.01
