depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.54,23.83,14.71,7.36
5-15cm,38.79,24.29,14.51,14.51
15-30cm,38.88,25.02,13.86,20.79
30-60cm,39.43,26.18,13.26,39.77
60-100cm,40.07,27.02,13.05,52.19
