depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.48,24.27,14.21,7.1
5-15cm,37.72,23.49,14.23,14.23
15-30cm,37.41,23.41,13.99,20.99
30-60cm,35.98,21.9,14.08,42.25
60-100cm,34.24,20.2,14.04,56.15
