depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,29.75,17.24,12.51,6.26
5-15cm,29.19,17.0,12.19,12.19
15-30cm,29.71,17.69,12.02,18.03
30-60cm,34.61,22.4,12.2,36.61
60-100cm,34.81,22.62,12.19,48.76
