depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.76,21.75,16.01,8.01
5-15cm,37.47,21.93,15.55,15.55
15-30cm,37.13,22.74,14.38,21.57
30-60cm,36.67,22.68,13.99,41.97
60-100cm,36.01,21.84,14.17,56.69
